Municipios,Año,Resultado Izquierda,Resultado Derecha,Diferencia
Illar,2004,44.66,55.34,-10.68
Instinción,2004,62.41,37.59,24.82
Laroya,2004,49.33,50.66,-1.33
Láujar de Andarax,2004,69.95,30.06,39.89
Líjar,2004,80.96,19.03,61.93
Lubrín,2004,77.85,22.14,55.71
Lucainena de las Torres,2004,46.72,53.28,-6.56
Lúcar,2004,79.86,20.14,59.72
Macael,2004,65.83,34.19,31.64
María,2004,67.81,32.18,35.63
Mojácar,2004,56.96,43.05,13.91
La Mojonera,2004,44.98,55.03,-10.05
Nacimiento,2004,58.15,41.85,16.3
Níjar,2004,58.48,41.51,16.97
Ohanes,2004,78.57,21.44,57.13
Olula de Castro,2004,50.0,50.0,0.0
Olula del Río,2004,66.2,33.8,32.4
Oria,2004,67.66,32.34,35.32
Padules,2004,70.39,29.62,40.77
Partaloa,2004,48.48,51.53,-3.05
Paterna del Río,2004,45.45,54.55,-9.1
