Municipios,Puesto Nacional,Puesto Autonómico,Renta Bruta,Renta Disponible,Provincia,Año
Almería,689,39,22868.000000000004,18837,Almería,2013
Carboneras,1067,66,20671.999999999996,17294,Almería,2013
Roquetas de Mar,1085,67,20581.999999999996,17072,Almería,2013
Huércal de Almería,1124,71,20386.0,17150,Almería,2013
Vera,1167,73,20202.0,16861,Almería,2013
Macael,1385,102,19160.0,16094,Almería,2013
Mojácar,1465,110,18766.0,15823,Almería,2013
Tíjola,1512,113,18534.000000000004,15841,Almería,2013
Huércal-Overa,1579,123,18236.0,15507,Almería,2013
Olula del Río,1636,134,18047.0,15389,Almería,2013
Fines,1659,139,17914.0,15305,Almería,2013
Garrucha,1722,148,17675.0,15120,Almería,2013
Pechina,1741,152,17575.0,15039,Almería,2013
Viator,1770,158,17445.0,15113,Almería,2013
Albox,1774,160,17430.999999999996,14924,Almería,2013
Benahadux,1810,167,17289.0,14954,Almería,2013
Pulpí,1857,178,17073.0,14636,Almería,2013
Gádor,1891,184,16933.0,14639,Almería,2013
Serón,1895,185,16922.0,14578,Almería,2013
Purchena,2012,208,16531.0,14260,Almería,2013
Los Gallardos,2033,211,16453.0,14175,Almería,2013
Cuevas del Almanzora,2035,212,16452.0,14210,Almería,2013
Alhama de Almería,2129,233,16137.999999999998,14155,Almería,2013
Antas,2155,240,16036.999999999998,13909,Almería,2013
Vélez-Rubio,2159,242,16022.000000000002,13940,Almería,2013
Berja,2181,247,15898.0,13812,Almería,2013
Adra,2186,248,15870.999999999998,13755,Almería,2013
Cantoria,2212,254,15785.0,13809,Almería,2013
Dalías,2215,255,15774.0,13744,Almería,2013
El Ejido,2232,258,15725.0,13530,Almería,2013
Vícar,2234,260,15716.0,13664,Almería,2013
Chirivel,2242,263,15654.000000000002,13747,Almería,2013
Rioja,2305,281,15384.0,13464,Almería,2013
Turre,2352,296,15196.0,13339,Almería,2013
Níjar,2371,302,15132.0,13175,Almería,2013
Sorbas,2424,319,14940.999999999998,13317,Almería,2013
Zurgena,2538,357,14515.999999999998,12935,Almería,2013
La Mojonera,2632,391,14171.0,12481,Almería,2013
Abla,2651,400,14110.999999999998,12538,Almería,2013
Vélez-Blanco,2740,447,13690.999999999998,12296,Almería,2013
Láujar de Andarax,2764,455,13556.0,11956,Almería,2013
Tabernas,2769,459,13538.0,12084,Almería,2013
Gérgal,2773,462,13507.0,11987,Almería,2013
Canjáyar,2798,474,13345.0,12024,Almería,2013
Taberno,2810,479,13277.999999999998,11953,Almería,2013
Arboleas,2821,486,13212.0,11977,Almería,2013
Oria,2830,493,13177.0,11789,Almería,2013
Fiñana,2845,505,13077.0,11780,Almería,2013
Abrucena,2864,518,12937.999999999998,11735,Almería,2013
Lubrín,2874,522,12895.999999999998,11815,Almería,2013
María,2886,528,12817.0,11587,Almería,2013
Agrupación municipios pequeños,0,0,13745.999999999998,12276,Almería,2013
Algeciras,228,16,26568.0,21502,Cádiz,2013
Cádiz,277,18,26010.0,21405,Cádiz,2013
El Puerto de Santa María,354,19,25154.0,20682,Cádiz,2013
Los Barrios,358,20,25124.000000000004,20488,Cádiz,2013
San Roque,484,24,24206.999999999996,19953,Cádiz,2013
San Fernando,594,32,23500.999999999996,19753,Cádiz,2013
La Línea de la Concepción,647,34,23136.999999999996,19334,Cádiz,2013
Puerto Real,743,43,22564.0,18877,Cádiz,2013
Rota,877,50,21736.0,18401,Cádiz,2013
Jerez de la Frontera,880,51,21729.0,18195,Cádiz,2013
Chiclana de la Frontera,1094,68,20533.0,17287,Cádiz,2013
Tarifa,1350,96,19311.0,16391,Cádiz,2013
Conil de la Frontera,1530,115,18494.0,15597,Cádiz,2013
Castellar de la Frontera,1650,136,17993.0,15431,Cádiz,2013
Sanlúcar de Barrameda,1799,164,17337.0,14897,Cádiz,2013
El Bosque,1819,169,17253.0,14687,Cádiz,2013
Barbate,1931,191,16807.000000000004,14607,Cádiz,2013
Ubrique,2005,207,16542.0,14253,Cádiz,2013
Villamartín,2109,225,16210.999999999998,14019,Cádiz,2013
Alcalá de los Gazules,2110,226,16210.0,14067,Cádiz,2013
Jimena de la Frontera,2123,231,16159.000000000002,14023,Cádiz,2013
Arcos de la Frontera,2238,261,15673.0,13698,Cádiz,2013
Chipiona,2241,262,15662.0,13663,Cádiz,2013
Olvera,2257,270,15574.000000000002,13714,Cádiz,2013
Medina-Sidonia,2312,283,15355.0,13475,Cádiz,2013
Algar,2341,293,15238.0,13397,Cádiz,2013
Trebujena,2350,295,15199.000000000002,13414,Cádiz,2013
Vejer de la Frontera,2502,345,14692.0,12994,Cádiz,2013
Setenil de las Bodegas,2578,371,14355.0,12854,Cádiz,2013
Zahara,2605,379,14272.0,12804,Cádiz,2013
San José del Valle,2649,399,14115.0,12469,Cádiz,2013
Algodonales,2657,404,14079.0,12652,Cádiz,2013
Grazalema,2675,415,13967.0,12397,Cádiz,2013
Espera,2678,417,13958.0,12394,Cádiz,2013
Prado del Rey,2729,440,13730.0,12165,Cádiz,2013
Paterna de Rivera,2731,441,13729.000000000002,12214,Cádiz,2013
Alcalá del Valle,2735,444,13700.0,11977,Cádiz,2013
Benalup-Casas Viejas,2772,461,13512.0,11936,Cádiz,2013
Bornos,2786,469,13425.0,11923,Cádiz,2013
El Gastor,2927,550,12265.0,11155,Cádiz,2013
Puerto Serrano,2960,570,11070.0,10117,Cádiz,2013
Agrupación municipios pequeños,0,0,14460.999999999998,12741,Cádiz,2013
Córdoba,548,29,23774.0,19557,Córdoba,2013
Peñarroya-Pueblonuevo,942,55,21351.0,17791,Córdoba,2013
Belmez,1209,78,19974.0,16893,Córdoba,2013
Pozoblanco,1365,100,19255.0,16288,Córdoba,2013
Espiel,1539,118,18465.0,15860,Córdoba,2013
Puente Genil,1669,141,17881.0,15372,Córdoba,2013
Cabra,1721,147,17695.999999999996,15160,Córdoba,2013
Montilla,1731,150,17618.0,15129,Córdoba,2013
Obejo,1769,157,17449.0,15122,Córdoba,2013
Lucena,1883,183,16960.0,14633,Córdoba,2013
Fernán-Núñez,1940,193,16784.000000000004,14443,Córdoba,2013
La Victoria,1992,203,16587.0,14505,Córdoba,2013
Palma del Río,2064,217,16352.0,14147,Córdoba,2013
Villafranca de Córdoba,2075,219,16324.000000000002,14140,Córdoba,2013
Posadas,2121,230,16178.0,14040,Córdoba,2013
Añora,2138,236,16091.999999999998,14029,Córdoba,2013
El Carpio,2210,252,15786.0,13823,Córdoba,2013
Baena,2211,253,15785.0,13677,Córdoba,2013
Rute,2295,278,15420.0,13482,Córdoba,2013
La Rambla,2300,279,15400.0,13404,Córdoba,2013
La Carlota,2330,288,15280.0,13421,Córdoba,2013
Almodóvar del Río,2335,290,15253.0,13370,Córdoba,2013
Fuente Obejuna,2353,297,15190.0,13395,Córdoba,2013
Castro del Río,2375,304,15107.000000000002,13274,Córdoba,2013
Dos Torres,2385,308,15075.0,13269,Córdoba,2013
Priego de Córdoba,2388,310,15069.0,13321,Córdoba,2013
Guadalcázar,2392,311,15040.999999999998,13186,Córdoba,2013
Torrecampo,2405,314,14999.0,13276,Córdoba,2013
Villa del Río,2427,320,14937.999999999998,13091,Córdoba,2013
Aguilar de la Frontera,2428,321,14931.0,13040,Córdoba,2013
Pedro Abad,2432,322,14919.0,13147,Córdoba,2013
Alcaracejos,2449,327,14873.0,13179,Córdoba,2013
Villanueva del Rey,2456,330,14863.0,13193,Córdoba,2013
Palenciana,2463,332,14843.0,13110,Córdoba,2013
Montoro,2489,339,14742.0,13044,Córdoba,2013
Montemayor,2501,344,14696.0,12901,Córdoba,2013
Hinojosa del Duque,2514,349,14604.000000000002,12830,Córdoba,2013
Montalbán de Córdoba,2532,355,14532.0,12833,Córdoba,2013
Cañete de las Torres,2540,359,14512.0,12785,Córdoba,2013
Hornachuelos,2563,366,14418.0,12704,Córdoba,2013
El Viso,2572,370,14383.0,12868,Córdoba,2013
Bujalance,2589,373,14315.0,12648,Córdoba,2013
Benamejí,2593,374,14300.999999999998,12739,Córdoba,2013
Doña Mencía,2599,376,14282.0,12753,Córdoba,2013
Carcabuey,2624,386,14181.0,12645,Córdoba,2013
Villanueva de Córdoba,2631,390,14174.000000000002,12500,Córdoba,2013
Luque,2644,396,14138.0,12697,Córdoba,2013
Belalcázar,2662,408,14046.0,12457,Córdoba,2013
Villanueva del Duque,2665,410,14026.0,12607,Córdoba,2013
Espejo,2692,424,13902.999999999998,12410,Córdoba,2013
Encinas Reales,2715,432,13807.0,12437,Córdoba,2013
Santaella,2718,435,13785.0,12289,Córdoba,2013
Pedroche,2726,439,13737.0,12219,Córdoba,2013
Villaviciosa de Córdoba,2746,449,13674.000000000002,12261,Córdoba,2013
Monturque,2784,468,13454.0,12042,Córdoba,2013
Fuente Palmera,2796,473,13370.0,11969,Córdoba,2013
Valenzuela,2800,476,13330.0,12130,Córdoba,2013
Villaralto,2819,484,13220.999999999998,12043,Córdoba,2013
Cardeña,2827,490,13198.0,11842,Córdoba,2013
Moriles,2838,499,13122.0,11817,Córdoba,2013
Almedinilla,2898,535,12635.0,11449,Córdoba,2013
Iznájar,2918,545,12444.0,11273,Córdoba,2013
Adamuz,2919,546,12437.999999999998,11220,Córdoba,2013
Nueva Carteya,2936,556,12175.0,10985,Córdoba,2013
Agrupación municipios pequeños,0,0,13604.000000000002,12267,Córdoba,2013
Cájar,181,10,27285.0,22074,Granada,2013
Villa de Otura,192,11,27110.0,21754,Granada,2013
Granada,212,12,26790.0,21824,Granada,2013
Gójar,368,21,25041.999999999996,20592,Granada,2013
Ogíjares,409,23,24709.0,20245,Granada,2013
Huétor Vega,515,26,23988.000000000004,19659,Granada,2013
Jun,651,35,23119.0,19267,Granada,2013
Albolote,660,36,23023.000000000004,19034,Granada,2013
Monachil,728,41,22651.999999999996,18766,Granada,2013
Armilla,789,45,22259.0,18543,Granada,2013
Dílar,798,46,22210.0,18663,Granada,2013
La Zubia,812,48,22112.0,18398,Granada,2013
Peligros,956,56,21293.000000000004,17873,Granada,2013
Cúllar Vega,978,58,21195.999999999996,17777,Granada,2013
Cenes de la Vega,1065,65,20679.000000000004,17262,Granada,2013
Huétor de Santillán,1099,69,20519.000000000004,17293,Granada,2013
Alhendín,1149,72,20279.0,17143,Granada,2013
Las Gabias,1206,77,19983.0,16923,Granada,2013
Alfacar,1210,79,19962.0,17014,Granada,2013
Vegas del Genil,1220,80,19926.0,16982,Granada,2013
Pinos Genil,1238,82,19839.000000000004,16698,Granada,2013
Churriana de la Vega,1255,86,19770.0,16814,Granada,2013
Maracena,1268,90,19720.0,16830,Granada,2013
Motril,1317,92,19463.0,16546,Granada,2013
Santa Fe,1354,97,19293.0,16448,Granada,2013
Atarfe,1411,107,19021.0,16277,Granada,2013
Guadix,1514,114,18524.0,15837,Granada,2013
Salobreña,1531,116,18494.0,15923,Granada,2013
Pulianas,1544,119,18436.0,15866,Granada,2013
Baza,1588,125,18213.0,15542,Granada,2013
Almuñécar,1691,142,17799.0,15328,Granada,2013
Padul,1771,159,17438.0,15101,Granada,2013
Órgiva,1835,173,17173.0,14808,Granada,2013
Cijuela,1844,176,17111.0,14908,Granada,2013
Gualchos,1852,177,17089.000000000004,14806,Granada,2013
Beas de Granada,1878,181,16974.0,14890,Granada,2013
Dúrcal,1954,196,16723.0,14661,Granada,2013
Lanjarón,1955,197,16722.0,14593,Granada,2013
Vélez de Benaudalla,1963,199,16690.0,14567,Granada,2013
Güevéjar,1987,202,16614.0,14642,Granada,2013
Güejar Sierra,2065,218,16346.0,14243,Granada,2013
Nigüelas,2097,223,16254.000000000002,14282,Granada,2013
Cogollos de la Vega,2106,224,16216.999999999998,14439,Granada,2013
Lecrín,2111,227,16207.999999999998,14395,Granada,2013
Loja,2115,228,16197.0,14106,Granada,2013
Chauchina,2146,237,16070.0,14125,Granada,2013
Albuñol,2149,238,16059.999999999998,14095,Granada,2013
Huéscar,2190,250,15864.0,13764,Granada,2013
Benalúa,2245,266,15640.999999999998,13650,Granada,2013
Polopos,2274,272,15517.999999999998,13644,Granada,2013
Pinos Puente,2276,273,15503.0,13682,Granada,2013
Jerez del Marquesado,2285,276,15447.000000000002,13795,Granada,2013
Láchar,2336,291,15251.0,13470,Granada,2013
Villamena,2360,300,15165.999999999998,13582,Granada,2013
Fuente Vaqueros,2434,323,14910.0,13185,Granada,2013
Iznalloz,2441,325,14901.0,13354,Granada,2013
Campotéjar,2447,326,14879.000000000002,13487,Granada,2013
Cortes y Graena,2539,358,14513.0,12770,Granada,2013
Píñar,2545,362,14479.000000000002,13030,Granada,2013
Darro,2555,364,14454.0,13035,Granada,2013
Illora,2595,375,14294.0,12800,Granada,2013
Huétor Tájar,2601,377,14280.999999999998,12671,Granada,2013
Moraleda de Zafayona,2609,381,14264.000000000002,12812,Granada,2013
Cádiar,2621,384,14212.0,12690,Granada,2013
Huéneja,2626,387,14180.0,12594,Granada,2013
La Malahá,2634,392,14168.0,12786,Granada,2013
El Valle,2646,397,14124.0,12889,Granada,2013
Purullena,2648,398,14118.0,12602,Granada,2013
Ugíjar,2656,403,14085.999999999998,12537,Granada,2013
Orce,2659,406,14065.999999999998,12485,Granada,2013
Guadahortuna,2670,413,13987.0,12709,Granada,2013
Caniles,2701,428,13868.0,12515,Granada,2013
Alhama de Granada,2732,442,13724.0,12239,Granada,2013
Valle del Zalabí,2734,443,13705.0,12175,Granada,2013
Cúllar,2758,452,13582.0,12237,Granada,2013
El Pinar,2765,456,13555.0,12397,Granada,2013
Puebla de Don Fadrique,2767,457,13552.999999999998,12302,Granada,2013
Moclín,2775,463,13495.999999999998,12202,Granada,2013
La Peza,2779,466,13482.000000000002,12273,Granada,2013
Molvízar,2787,470,13417.0,12056,Granada,2013
Chimeneas,2802,477,13325.0,12149,Granada,2013
Deifontes,2811,480,13272.0,11940,Granada,2013
Galera,2813,481,13250.0,12044,Granada,2013
Zújar,2823,487,13207.0,12035,Granada,2013
Fonelas,2833,496,13139.000000000002,11853,Granada,2013
Montefrío,2839,500,13120.0,11972,Granada,2013
Benamaurel,2843,503,13100.0,11819,Granada,2013
Castilléjar,2848,507,13060.0,11696,Granada,2013
Villanueva Mesía,2850,508,13025.0,11800,Granada,2013
Los Guajares,2856,511,12985.0,11959,Granada,2013
Colomera,2862,516,12964.0,11853,Granada,2013
Alpujarra de la Sierra,2873,521,12907.0,11712,Granada,2013
Arenas del Rey,2882,525,12840.0,11825,Granada,2013
Montillana,2892,533,12719.000000000002,11822,Granada,2013
Castril,2899,536,12624.0,11512,Granada,2013
Otívar,2902,537,12588.0,11535,Granada,2013
Cuevas del Campo,2909,538,12536.0,11482,Granada,2013
Salar,2914,541,12458.0,11355,Granada,2013
Pedro Martínez,2915,542,12456.0,11450,Granada,2013
Cortes de Baza,2924,549,12356.0,11394,Granada,2013
Jayena,2933,554,12220.0,11259,Granada,2013
Nevada,2934,555,12202.0,11085,Granada,2013
Benalúa de las Villas,2940,558,12145.0,11324,Granada,2013
Itrabo,2942,560,12092.0,11130,Granada,2013
Algarinejo,2950,565,11814.0,10960,Granada,2013
Montejícar,2952,567,11767.000000000002,10870,Granada,2013
Zafarraya,2962,571,10805.0,9927,Granada,2013
Agrupación municipios pequeños,0,0,14263.0,12755,Granada,2013
Aljaraque,176,9,27351.0,22017,Huelva,2013
Huelva,539,28,23836.0,19637,Huelva,2013
Minas de Riotinto,1005,59,21043.000000000004,17828,Huelva,2013
Punta Umbría,1059,63,20706.999999999996,17397,Huelva,2013
Valverde del Camino,1319,93,19449.0,16384,Huelva,2013
Lucena del Puerto,1412,108,19019.000000000004,15714,Huelva,2013
La Palma del Condado,1482,111,18709.0,15844,Huelva,2013
Zalamea la Real,1573,121,18256.0,15620,Huelva,2013
Calañas,1613,127,18117.0,15298,Huelva,2013
Nerva,1619,129,18095.0,15660,Huelva,2013
Aracena,1623,132,18081.0,15380,Huelva,2013
San Juan del Puerto,1634,133,18055.0,15527,Huelva,2013
Cartaya,1656,137,17950.0,15169,Huelva,2013
Ayamonte,1657,138,17938.0,15283,Huelva,2013
Trigueros,1702,144,17764.0,15206,Huelva,2013
Niebla,1734,151,17611.0,15298,Huelva,2013
El Campillo,1791,162,17369.0,15100,Huelva,2013
Moguer,1797,163,17345.0,14698,Huelva,2013
Beas,1817,168,17272.000000000004,14870,Huelva,2013
Gibraleón,1842,175,17122.0,14708,Huelva,2013
Cortegana,1874,180,16986.0,14629,Huelva,2013
Hinojos,1882,182,16961.0,14632,Huelva,2013
Isla Cristina,1949,195,16734.0,14459,Huelva,2013
Cala,2027,209,16487.000000000004,14017,Huelva,2013
Santa Olalla del Cala,2049,215,16405.0,14190,Huelva,2013
Bonares,2080,220,16303.0,13992,Huelva,2013
Lepe,2120,229,16179.000000000002,13892,Huelva,2013
Almonaster la Real,2132,235,16111.0,13870,Huelva,2013
Bollullos Par del Condado,2203,251,15822.000000000002,13600,Huelva,2013
Cumbres Mayores,2224,256,15748.0,13707,Huelva,2013
Palos de la Frontera,2226,257,15743.0,13322,Huelva,2013
Puebla de Guzmán,2293,277,15425.0,13450,Huelva,2013
Alosno,2316,284,15352.0,13425,Huelva,2013
Jabugo,2322,285,15335.999999999998,13310,Huelva,2013
Villanueva de los Castillejos,2374,303,15118.0,13124,Huelva,2013
Chucena,2386,309,15071.0,13380,Huelva,2013
Villarrasa,2406,315,14995.999999999998,13276,Huelva,2013
El Cerro de Andévalo,2415,317,14968.0,13133,Huelva,2013
Rosal de la Frontera,2484,336,14764.000000000002,13045,Huelva,2013
San Bartolomé de la Torre,2495,342,14717.0,12743,Huelva,2013
Encinasola,2520,350,14574.000000000002,12899,Huelva,2013
Santa Bárbara de Casa,2529,354,14536.0,12689,Huelva,2013
Higuera de la Sierra,2559,365,14449.000000000002,12716,Huelva,2013
Escacena del Campo,2564,367,14412.0,12775,Huelva,2013
Villalba del Alcor,2571,369,14385.0,12767,Huelva,2013
Almonte,2585,372,14321.0,12443,Huelva,2013
Paterna del Campo,2613,382,14251.0,12591,Huelva,2013
Manzanilla,2661,407,14062.000000000002,12580,Huelva,2013
Galaroza,2673,414,13982.999999999998,12273,Huelva,2013
Villablanca,2795,472,13375.0,11890,Huelva,2013
Paymogo,2829,492,13177.999999999998,11790,Huelva,2013
Rociana del Condado,2923,548,12379.000000000002,11087,Huelva,2013
Aroche,2937,557,12174.000000000002,11023,Huelva,2013
Agrupación municipios pequeños,0,0,14370.0,12697,Huelva,2013
La Guardia de Jaén,391,22,24862.0,20298,Jaén,2013
Jaén,513,25,24005.0,19814,Jaén,2013
Linares,1025,60,20916.0,17727,Jaén,2013
Úbeda,1060,64,20706.999999999996,17416,Jaén,2013
Martos,1324,94,19440.0,16612,Jaén,2013
La Carolina,1401,105,19064.0,16407,Jaén,2013
Baeza,1532,117,18490.0,15821,Jaén,2013
Andújar,1709,146,17727.0,15304,Jaén,2013
Torredonjimeno,1745,153,17564.0,15173,Jaén,2013
Mengíbar,1753,154,17511.0,15168,Jaén,2013
Cazorla,1825,171,17232.0,14989,Jaén,2013
Mancha Real,1830,172,17191.0,14975,Jaén,2013
Alcalá la Real,2050,216,16403.0,14315,Jaén,2013
Canena,2096,222,16257.000000000002,14220,Jaén,2013
Orcera,2150,239,16059.000000000002,14158,Jaén,2013
Vilches,2175,245,15936.0,14070,Jaén,2013
Bailén,2253,267,15603.0,13761,Jaén,2013
La Puerta de Segura,2333,289,15259.0,13422,Jaén,2013
Santa Elena,2346,294,15225.0,13402,Jaén,2013
Los Villares,2355,298,15177.999999999998,13239,Jaén,2013
Puente de Génave,2356,299,15175.999999999998,13359,Jaén,2013
Siles,2377,305,15097.999999999998,13304,Jaén,2013
Fuerte del Rey,2381,307,15087.0,13387,Jaén,2013
Villanueva de la Reina,2436,324,14908.0,13257,Jaén,2013
Alcaudete,2452,328,14870.0,13163,Jaén,2013
Baños de la Encina,2468,334,14818.0,13273,Jaén,2013
Ibros,2486,337,14755.999999999998,13137,Jaén,2013
Villanueva del Arzobispo,2487,338,14753.0,13060,Jaén,2013
Marmolejo,2492,341,14720.999999999998,13049,Jaén,2013
Peal de Becerro,2509,347,14633.0,12991,Jaén,2013
Guarromán,2525,352,14545.0,12991,Jaén,2013
Arjona,2544,361,14490.0,12908,Jaén,2013
Villacarrillo,2550,363,14464.0,12832,Jaén,2013
Rus,2604,378,14272.0,12753,Jaén,2013
Cárcheles,2608,380,14265.0,12812,Jaén,2013
Jamilena,2622,385,14200.999999999998,12714,Jaén,2013
Pegalajar,2627,388,14177.999999999998,12673,Jaén,2013
Villatorres,2629,389,14177.0,12707,Jaén,2013
Porcuna,2676,416,13963.0,12467,Jaén,2013
Segura de la Sierra,2685,421,13918.0,12412,Jaén,2013
Huelma,2690,422,13905.999999999998,12530,Jaén,2013
Fuensanta de Martos,2691,423,13905.0,12535,Jaén,2013
Sabiote,2697,427,13885.0,12489,Jaén,2013
Torreperogil,2708,430,13847.999999999998,12418,Jaén,2013
Santiago-Pontones,2709,431,13845.999999999998,12402,Jaén,2013
Castillo de Locubín,2719,436,13784.0,12548,Jaén,2013
Arjonilla,2724,437,13748.0,12370,Jaén,2013
Beas de Segura,2725,438,13745.999999999998,12310,Jaén,2013
Begíjar,2736,445,13699.000000000002,12312,Jaén,2013
Lopera,2737,446,13698.0,12309,Jaén,2013
La Iruela,2768,458,13540.999999999998,12280,Jaén,2013
Campillo de Arenas,2771,460,13514.000000000002,12375,Jaén,2013
Quesada,2776,464,13488.0,12181,Jaén,2013
Pozo Alcón,2799,475,13344.000000000002,12155,Jaén,2013
Sorihuela del Guadalimar,2820,485,13213.0,11933,Jaén,2013
Arroyo del Ojanco,2824,488,13204.0,11889,Jaén,2013
Castellar,2828,491,13179.0,11853,Jaén,2013
Frailes,2831,494,13174.000000000002,12033,Jaén,2013
Villardompardo,2835,498,13135.0,11942,Jaén,2013
Cabra del Santo Cristo,2853,509,13001.0,11820,Jaén,2013
Jabalquinto,2855,510,12987.0,11819,Jaén,2013
Valdepeñas de Jaén,2859,514,12974.0,11764,Jaén,2013
Torres,2876,523,12880.999999999998,11750,Jaén,2013
Lahiguera,2879,524,12855.0,11692,Jaén,2013
Santo Tomé,2885,527,12821.0,11697,Jaén,2013
Santisteban del Puerto,2887,529,12812.999999999998,11519,Jaén,2013
Jimena,2889,530,12780.0,11720,Jaén,2013
Chiclana de Segura,2891,532,12749.0,11720,Jaén,2013
Bedmar y Garcíez,2896,534,12659.0,11634,Jaén,2013
Navas de San Juan,2911,539,12489.0,11408,Jaén,2013
Bélmez de la Moraleda,2916,543,12453.0,11405,Jaén,2013
Torreblascopedro,2917,544,12450.0,11334,Jaén,2013
Jódar,2921,547,12433.0,11245,Jaén,2013
Noalejo,2929,551,12244.000000000002,11404,Jaén,2013
Albanchez de Mágina,2930,552,12242.0,11196,Jaén,2013
Iznatoraf,2931,553,12231.0,11260,Jaén,2013
Arquillos,2941,559,12124.0,11091,Jaén,2013
Chilluévar,2943,561,12058.0,11048,Jaén,2013
Cambil,2949,564,11822.000000000002,11003,Jaén,2013
Montizón,2951,566,11770.0,10859,Jaén,2013
Huesa,2956,568,11520.999999999998,10560,Jaén,2013
Agrupación municipios pequeños,0,0,12945.0,11790,Jaén,2013
Benahavís,101,3,29741.999999999996,22743,Málaga,2013
Rincón de la Victoria,232,17,26476.999999999996,21647,Málaga,2013
Málaga,520,27,23962.0,19850,Málaga,2013
Alhaurín de la Torre,586,30,23581.0,19589,Málaga,2013
Benalmádena,607,33,23389.0,19233,Málaga,2013
Marbella,680,37,22935.0,18935,Málaga,2013
Torremolinos,748,44,22530.0,18729,Málaga,2013
Antequera,900,52,21614.0,18080,Málaga,2013
Fuengirola,967,57,21256.0,17852,Málaga,2013
Ronda,1100,70,20514.0,17270,Málaga,2013
Mijas,1173,74,20157.0,17017,Málaga,2013
Estepona,1199,76,20037.0,16867,Málaga,2013
Manilva,1297,91,19566.0,16492,Málaga,2013
Vélez-Málaga,1364,99,19262.0,16339,Málaga,2013
Ojén,1377,101,19199.0,16272,Málaga,2013
Casares,1505,112,18577.0,15731,Málaga,2013
Istán,1592,126,18197.0,15382,Málaga,2013
Campillos,1622,131,18085.0,15625,Málaga,2013
Cártama,1707,145,17732.0,15319,Málaga,2013
Fuente de Piedra,1726,149,17652.0,15262,Málaga,2013
Nerja,1763,155,17470.0,15112,Málaga,2013
Coín,1809,166,17297.0,14857,Málaga,2013
Casabermeja,1823,170,17238.0,15030,Málaga,2013
Almargen,1926,190,16820.999999999996,14547,Málaga,2013
Pizarra,1977,201,16642.0,14537,Málaga,2013
Archidona,2030,210,16463.0,14302,Málaga,2013
Torrox,2125,232,16151.0,13988,Málaga,2013
Alhaurín el Grande,2130,234,16131.0,14073,Málaga,2013
Algarrobo,2170,244,15958.0,13968,Málaga,2013
Mollina,2243,264,15652.000000000002,13806,Málaga,2013
Arriate,2254,268,15594.000000000002,13673,Málaga,2013
Humilladero,2256,269,15582.0,13709,Málaga,2013
Frigiliana,2279,274,15469.000000000002,13625,Málaga,2013
Gaucín,2280,275,15468.0,13593,Málaga,2013
Monda,2309,282,15359.000000000002,13446,Málaga,2013
Casarabonela,2323,286,15319.0,13554,Málaga,2013
Alameda,2337,292,15251.0,13394,Málaga,2013
Guaro,2417,318,14965.0,13195,Málaga,2013
Colmenar,2467,333,14822.000000000002,13200,Málaga,2013
Cortes de la Frontera,2491,340,14720.999999999998,12991,Málaga,2013
Álora,2499,343,14702.0,12979,Málaga,2013
Ardales,2503,346,14685.0,13038,Málaga,2013
Sierra de Yeguas,2510,348,14632.0,13033,Málaga,2013
Teba,2523,351,14552.999999999998,13077,Málaga,2013
Villanueva del Rosario,2541,360,14509.0,12940,Málaga,2013
Alcaucín,2620,383,14219.000000000002,12774,Málaga,2013
Benaoján,2637,394,14158.0,12535,Málaga,2013
Almogía,2658,405,14077.0,12605,Málaga,2013
Moclinejo,2664,409,14027.000000000002,12317,Málaga,2013
Cañete la Real,2667,411,14003.0,12458,Málaga,2013
Viñuela,2668,412,13999.0,12545,Málaga,2013
Riogordo,2681,418,13945.0,12513,Málaga,2013
Cuevas Bajas,2684,420,13933.0,12397,Málaga,2013
Cómpeta,2693,425,13895.0,12385,Málaga,2013
Villanueva del Trabuco,2694,426,13894.0,12415,Málaga,2013
Cuevas de San Marcos,2707,429,13850.0,12357,Málaga,2013
Alozaina,2717,434,13800.999999999998,12430,Málaga,2013
Sayalonga,2745,448,13685.0,12328,Málaga,2013
Tolox,2762,453,13561.0,12220,Málaga,2013
Cuevas del Becerro,2777,465,13485.0,12175,Málaga,2013
Villanueva de Algaidas,2780,467,13467.0,12067,Málaga,2013
Valle de Abdalajís,2815,482,13240.0,11945,Málaga,2013
El Burgo,2816,483,13234.000000000002,11964,Málaga,2013
Yunquera,2826,489,13200.999999999998,11954,Málaga,2013
Villanueva de Tapia,2840,501,13115.0,11827,Málaga,2013
Periana,2857,512,12984.000000000002,11762,Málaga,2013
Canillas de Aceituno,2861,515,12966.0,11665,Málaga,2013
Benamocarra,2867,519,12927.999999999998,11469,Málaga,2013
Alfarnate,2868,520,12927.0,11716,Málaga,2013
Comares,2944,562,12025.0,11038,Málaga,2013
Benamargosa,2947,563,11960.0,10985,Málaga,2013
Arenas,2957,569,11477.0,10620,Málaga,2013
Almáchar,2963,572,10513.0,9811,Málaga,2013
Agrupación municipios pequeños,0,0,13520.0,12130,Málaga,2013
Tomares,59,1,32128.0,25303,Sevilla,2013
Espartinas,70,2,31215.999999999996,24592,Sevilla,2013
Castilleja de Guzmán,115,4,29413.0,23465,Sevilla,2013
Valencina de la Concepción,118,5,29291.0,23389,Sevilla,2013
Mairena del Aljarafe,147,6,28259.0,22651,Sevilla,2013
Gines,151,7,28085.0,22570,Sevilla,2013
Gelves,166,8,27660.0,22179,Sevilla,2013
