Municipios;Sexo;Periodo;Total
04033 Castro de Filabres;Total;2011;162
04033 Castro de Filabres;Total;2010;154
04033 Castro de Filabres;Total;2009;161
04033 Castro de Filabres;Total;2008;160
04033 Castro de Filabres;Total;2007;166
04033 Castro de Filabres;Total;2006;155
04033 Castro de Filabres;Total;2005;163
04033 Castro de Filabres;Total;2004;162
04033 Castro de Filabres;Total;2003;166
04033 Castro de Filabres;Total;2002;172
04033 Castro de Filabres;Total;2001;170
04033 Castro de Filabres;Total;2000;170
04033 Castro de Filabres;Total;1999;181
04033 Castro de Filabres;Total;1998;181
04036 Chercos;Total;2019;278
04036 Chercos;Total;2018;283
04036 Chercos;Total;2017;291
04036 Chercos;Total;2016;267
04036 Chercos;Total;2015;275
04036 Chercos;Total;2014;280
04036 Chercos;Total;2013;284
04036 Chercos;Total;2012;307
04036 Chercos;Total;2011;303
04036 Chercos;Total;2010;287
04036 Chercos;Total;2009;295
04036 Chercos;Total;2008;299
04036 Chercos;Total;2007;306
04036 Chercos;Total;2006;300
04036 Chercos;Total;2005;295
04036 Chercos;Total;2004;286
04036 Chercos;Total;2003;286
04036 Chercos;Total;2002;292
04036 Chercos;Total;2001;297
04036 Chercos;Total;2000;300
04036 Chercos;Total;1999;296
04036 Chercos;Total;1998;298
04037 Chirivel;Total;2019;1472
04037 Chirivel;Total;2018;1525
04037 Chirivel;Total;2017;1568
04037 Chirivel;Total;2016;1601
04037 Chirivel;Total;2015;1604
04037 Chirivel;Total;2014;1689
04037 Chirivel;Total;2013;1795
04037 Chirivel;Total;2012;1811
04037 Chirivel;Total;2011;1846
04037 Chirivel;Total;2010;1852
04037 Chirivel;Total;2009;1854
04037 Chirivel;Total;2008;1839
04037 Chirivel;Total;2007;1794
04037 Chirivel;Total;2006;1845
04037 Chirivel;Total;2005;1849
04037 Chirivel;Total;2004;1800
04037 Chirivel;Total;2003;1776
04037 Chirivel;Total;2002;1782
04037 Chirivel;Total;2001;1797
04037 Chirivel;Total;2000;1792
04037 Chirivel;Total;1999;1824
04037 Chirivel;Total;1998;1837
04034 Cóbdar;Total;2019;171
04034 Cóbdar;Total;2018;143
04034 Cóbdar;Total;2017;156
04034 Cóbdar;Total;2016;169
04034 Cóbdar;Total;2015;183
04034 Cóbdar;Total;2014;154
04034 Cóbdar;Total;2013;146
04034 Cóbdar;Total;2012;156
04034 Cóbdar;Total;2011;170
04034 Cóbdar;Total;2010;165
04034 Cóbdar;Total;2009;188
04034 Cóbdar;Total;2008;198
04034 Cóbdar;Total;2007;202
04034 Cóbdar;Total;2006;192
04034 Cóbdar;Total;2005;210
04034 Cóbdar;Total;2004;242
04034 Cóbdar;Total;2003;233
04034 Cóbdar;Total;2002;222
04034 Cóbdar;Total;2001;221
04034 Cóbdar;Total;2000;227
04034 Cóbdar;Total;1999;252
04034 Cóbdar;Total;1998;255
04035 Cuevas del Almanzora;Total;2019;14081
