Municipios;Sexo;Periodo;Total
21030 Chucena;Total;2013;2057
21030 Chucena;Total;2012;2176
21030 Chucena;Total;2011;2148
21030 Chucena;Total;2010;2130
21030 Chucena;Total;2009;2124
21030 Chucena;Total;2008;2097
21030 Chucena;Total;2007;2043
21030 Chucena;Total;2006;2054
21030 Chucena;Total;2005;2044
21030 Chucena;Total;2004;1996
21030 Chucena;Total;2003;2005
21030 Chucena;Total;2002;1967
21030 Chucena;Total;2001;1931
21030 Chucena;Total;2000;1964
21030 Chucena;Total;1999;1980
21030 Chucena;Total;1998;1943
21024 Corteconcepción;Total;2019;548
21024 Corteconcepción;Total;2018;543
21024 Corteconcepción;Total;2017;548
21024 Corteconcepción;Total;2016;547
21024 Corteconcepción;Total;2015;552
21024 Corteconcepción;Total;2014;556
21024 Corteconcepción;Total;2013;550
21024 Corteconcepción;Total;2012;597
21024 Corteconcepción;Total;2011;608
21024 Corteconcepción;Total;2010;607
21024 Corteconcepción;Total;2009;607
21024 Corteconcepción;Total;2008;615
21024 Corteconcepción;Total;2007;615
21024 Corteconcepción;Total;2006;615
21024 Corteconcepción;Total;2005;620
21024 Corteconcepción;Total;2004;633
21024 Corteconcepción;Total;2003;632
21024 Corteconcepción;Total;2002;671
21024 Corteconcepción;Total;2001;678
21024 Corteconcepción;Total;2000;672
21024 Corteconcepción;Total;1999;703
21024 Corteconcepción;Total;1998;680
21025 Cortegana;Total;2019;4666
21025 Cortegana;Total;2018;4735
21025 Cortegana;Total;2017;4812
21025 Cortegana;Total;2016;4853
21025 Cortegana;Total;2015;4931
21025 Cortegana;Total;2014;5025
21025 Cortegana;Total;2013;4898
21025 Cortegana;Total;2012;4914
21025 Cortegana;Total;2011;4896
21025 Cortegana;Total;2010;4939
21025 Cortegana;Total;2009;4965
21025 Cortegana;Total;2008;5026
21025 Cortegana;Total;2007;4977
21025 Cortegana;Total;2006;5039
21025 Cortegana;Total;2005;4952
21025 Cortegana;Total;2004;4988
21025 Cortegana;Total;2003;5005
21025 Cortegana;Total;2002;5013
21025 Cortegana;Total;2001;5075
21025 Cortegana;Total;2000;5084
21025 Cortegana;Total;1999;5132
21025 Cortegana;Total;1998;5137
21026 Cortelazor;Total;2019;299
21026 Cortelazor;Total;2018;305
21026 Cortelazor;Total;2017;304
21026 Cortelazor;Total;2016;302
21026 Cortelazor;Total;2015;283
21026 Cortelazor;Total;2014;289
21026 Cortelazor;Total;2013;277
21026 Cortelazor;Total;2012;290
21026 Cortelazor;Total;2011;301
21026 Cortelazor;Total;2010;300
21026 Cortelazor;Total;2009;313
21026 Cortelazor;Total;2008;311
21026 Cortelazor;Total;2007;295
21026 Cortelazor;Total;2006;270
21026 Cortelazor;Total;2005;289
21026 Cortelazor;Total;2004;301
21026 Cortelazor;Total;2003;314
21026 Cortelazor;Total;2002;302
21026 Cortelazor;Total;2001;312
21026 Cortelazor;Total;2000;317
21026 Cortelazor;Total;1999;327
21026 Cortelazor;Total;1998;326
21027 Cumbres de Enmedio;Total;2019;56
21027 Cumbres de Enmedio;Total;2018;57
21027 Cumbres de Enmedio;Total;2017;52
21027 Cumbres de Enmedio;Total;2016;50
21027 Cumbres de Enmedio;Total;2015;54
21027 Cumbres de Enmedio;Total;2014;48
21027 Cumbres de Enmedio;Total;2013;52
21027 Cumbres de Enmedio;Total;2012;65
21027 Cumbres de Enmedio;Total;2011;65
21027 Cumbres de Enmedio;Total;2010;50
21027 Cumbres de Enmedio;Total;2009;52
21027 Cumbres de Enmedio;Total;2008;58
21027 Cumbres de Enmedio;Total;2007;50
21027 Cumbres de Enmedio;Total;2006;44
21027 Cumbres de Enmedio;Total;2005;47
21027 Cumbres de Enmedio;Total;2004;48
21027 Cumbres de Enmedio;Total;2003;50
21027 Cumbres de Enmedio;Total;2002;58
21027 Cumbres de Enmedio;Total;2001;61
21027 Cumbres de Enmedio;Total;2000;62
21027 Cumbres de Enmedio;Total;1999;63
21027 Cumbres de Enmedio;Total;1998;63
21028 Cumbres de San Bartolomé;Total;2019;381
21028 Cumbres de San Bartolomé;Total;2018;373
21028 Cumbres de San Bartolomé;Total;2017;388
21028 Cumbres de San Bartolomé;Total;2016;404
21028 Cumbres de San Bartolomé;Total;2015;421
21028 Cumbres de San Bartolomé;Total;2014;426
21028 Cumbres de San Bartolomé;Total;2013;437
21028 Cumbres de San Bartolomé;Total;2012;435
21028 Cumbres de San Bartolomé;Total;2011;453
21028 Cumbres de San Bartolomé;Total;2010;459
21028 Cumbres de San Bartolomé;Total;2009;463
21028 Cumbres de San Bartolomé;Total;2008;465
21028 Cumbres de San Bartolomé;Total;2007;485
21028 Cumbres de San Bartolomé;Total;2006;490
21028 Cumbres de San Bartolomé;Total;2005;500
21028 Cumbres de San Bartolomé;Total;2004;523
21028 Cumbres de San Bartolomé;Total;2003;541
21028 Cumbres de San Bartolomé;Total;2002;553
21028 Cumbres de San Bartolomé;Total;2001;557
21028 Cumbres de San Bartolomé;Total;2000;575
21028 Cumbres de San Bartolomé;Total;1999;572
21028 Cumbres de San Bartolomé;Total;1998;575
21029 Cumbres Mayores;Total;2019;1755
21029 Cumbres Mayores;Total;2018;1785
21029 Cumbres Mayores;Total;2017;1795
21029 Cumbres Mayores;Total;2016;1827
21029 Cumbres Mayores;Total;2015;1848
21029 Cumbres Mayores;Total;2014;1872
21029 Cumbres Mayores;Total;2013;1888
21029 Cumbres Mayores;Total;2012;1898
21029 Cumbres Mayores;Total;2011;1930
21029 Cumbres Mayores;Total;2010;1954
21029 Cumbres Mayores;Total;2009;1970
21029 Cumbres Mayores;Total;2008;1993
21029 Cumbres Mayores;Total;2007;1986
21029 Cumbres Mayores;Total;2006;2024
21029 Cumbres Mayores;Total;2005;2022
21029 Cumbres Mayores;Total;2004;2001
21029 Cumbres Mayores;Total;2003;2018
21029 Cumbres Mayores;Total;2002;2020
21029 Cumbres Mayores;Total;2001;2085
21029 Cumbres Mayores;Total;2000;2119
21029 Cumbres Mayores;Total;1999;2135
21029 Cumbres Mayores;Total;1998;2161
21031 Encinasola;Total;2019;1305
21031 Encinasola;Total;2018;1332
21031 Encinasola;Total;2017;1334
21031 Encinasola;Total;2016;1365
21031 Encinasola;Total;2015;1326
21031 Encinasola;Total;2014;1304
21031 Encinasola;Total;2013;1353
21031 Encinasola;Total;2012;1481
21031 Encinasola;Total;2011;1540
21031 Encinasola;Total;2010;1582
21031 Encinasola;Total;2009;1596
21031 Encinasola;Total;2008;1584
21031 Encinasola;Total;2007;1614
21031 Encinasola;Total;2006;1634
21031 Encinasola;Total;2005;1686
21031 Encinasola;Total;2004;1673
21031 Encinasola;Total;2003;1710
21031 Encinasola;Total;2002;1761
21031 Encinasola;Total;2001;1772
21031 Encinasola;Total;2000;1789
21031 Encinasola;Total;1999;1845
21031 Encinasola;Total;1998;1865
21032 Escacena del Campo;Total;2019;2284
21032 Escacena del Campo;Total;2018;2278
21032 Escacena del Campo;Total;2017;2254
21032 Escacena del Campo;Total;2016;2241
21032 Escacena del Campo;Total;2015;2095
21032 Escacena del Campo;Total;2014;2082
21032 Escacena del Campo;Total;2013;1802
21032 Escacena del Campo;Total;2012;2009
21032 Escacena del Campo;Total;2011;2077
21032 Escacena del Campo;Total;2010;1996
21032 Escacena del Campo;Total;2009;2075
21032 Escacena del Campo;Total;2008;2145
21032 Escacena del Campo;Total;2007;2154
21032 Escacena del Campo;Total;2006;2174
21032 Escacena del Campo;Total;2005;2182
21032 Escacena del Campo;Total;2004;2162
21032 Escacena del Campo;Total;2003;2156
21032 Escacena del Campo;Total;2002;2140
21032 Escacena del Campo;Total;2001;2174
21032 Escacena del Campo;Total;2000;2190
21032 Escacena del Campo;Total;1999;2202
21032 Escacena del Campo;Total;1998;2159
21033 Fuenteheridos;Total;2019;678
21033 Fuenteheridos;Total;2018;623
21033 Fuenteheridos;Total;2017;646
21033 Fuenteheridos;Total;2016;648
21033 Fuenteheridos;Total;2015;641
21033 Fuenteheridos;Total;2014;625
21033 Fuenteheridos;Total;2013;478
21033 Fuenteheridos;Total;2012;559
21033 Fuenteheridos;Total;2011;582
21033 Fuenteheridos;Total;2010;599
21033 Fuenteheridos;Total;2009;632
21033 Fuenteheridos;Total;2008;660
21033 Fuenteheridos;Total;2007;658
21033 Fuenteheridos;Total;2006;606
21033 Fuenteheridos;Total;2005;630
21033 Fuenteheridos;Total;2004;654
21033 Fuenteheridos;Total;2003;677
21033 Fuenteheridos;Total;2002;613
21033 Fuenteheridos;Total;2001;627
21033 Fuenteheridos;Total;2000;636
21033 Fuenteheridos;Total;1999;645
21033 Fuenteheridos;Total;1998;658
21034 Galaroza;Total;2019;1379
21034 Galaroza;Total;2018;1401
